key|note_word|pos_tag|occurrences|exclude_filters|include_filters
uniq1780|Rivers|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1781|SHMC|NNP|1|[]|[]
uniq1782|Godwin|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1783|painand|NN|1|[]|[]
uniq1784|irbesartran|VBP|1|[]|[]
uniq1785|lansoprozole|VBD|1|[]|[]
uniq1786|GODWIN|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context1.txt']|[]
uniq1787|J|NNP|1|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1788|01|CD|5|['filters/regex/dates/dd_month_name_yyyy_transformed.txt', 'filters/regex/dates/dd_month_name_transformed.txt']|['POS MATCHER']
uniq1789|2076|CD|5|['filters/regex/dates/dd_month_name_yyyy_transformed.txt', 'filters/regex/dates/month_name_yyyy_transformed.txt']|['POS MATCHER']
uniq1790|280|CD|1|['filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq1791|296|CD|1|['filters/regex/contact/xxx_xxx_xxxx.txt']|['POS MATCHER']
uniq1792|swirling|VBG|1|[]|[]
uniq1793|Upshur|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1794|takeoffs|NNS|1|[]|[]
uniq1795|CRI|NNP|1|['filters/regex/addresses/in_city_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1796|phosporus|NN|1|[]|[]
uniq1797|Shenandoah|NNP|4|['filters/regex/addresses/hospital2.txt', 'filters/blacklists/firstnames_minus_fps.json']|[]
uniq1798|Vera|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1799|Winn|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq1800|12081|CD|1|['filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq1801|Harper|NNP|1|['filters/regex/addresses/hospital2.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1802|Godwin|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context1.txt']|[]
uniq1803|77|CD|7|['filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq1804|Rivers|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context1.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1805|Westlake|NNP|1|['filters/regex/addresses/hospital2.txt', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1806|5|CD|1|['filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1807|10|CD|2|['filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1808|MVH|NNP|3|[]|[]
uniq1809|to|TO|1|['filters/regex/addresses/hospital2.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1810|WMC|NNP|1|['filters/regex/addresses/hospital2.txt', 'filters/regex/organizations/admitted_to_hospital_11chars.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1811|ER|NNP|1|['filters/regex/addresses/hospital2.txt', 'filters/regex/organizations/admitted_to_hospital_11chars.txt', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1812|in|IN|1|['filters/regex/addresses/hospital2.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1813|WMC|NNP|1|['filters/regex/addresses/hospital2.txt', 'filters/regex/addresses/in_city_transformed.txt', 'filters/regex/organizations/admitted_to_hospital_7chars.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1814|ER|NNP|1|['filters/regex/addresses/hospital2.txt', 'filters/regex/organizations/admitted_to_hospital_7chars.txt', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1815|LMC|NNP|1|['filters/regex/organizations/admitted_to_hospital_11chars.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1816|WMC|NNP|1|['filters/regex/organizations/admitted_to_hospital_11chars.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1817|77|CD|4|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1818|MVH|NNP|1|['filters/regex/addresses/in_city_transformed.txt']|[]
uniq1819|Brisk|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1820|Victor|NNP|1|['filters/regex/salutations/attending.txt', 'filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1821|Tolbert|NNP|1|['filters/regex/salutations/attending.txt', 'filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq1822|73483|CD|1|['filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq1823|2081|CD|1|['filters/regex/dates/dd_mm_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq1824|Godwin|NNP|1|['filters/regex/salutations/patient_provider.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context1.txt']|[]
uniq1825|Yair|NNP|1|['filters/regex/salutations/patient_provider.txt', 'filters/blacklists/firstnames_minus_fps.json']|[]
uniq1826|Orellana|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|[]
uniq1827|floaties|NNS|2|[]|[]
uniq1828|Parchman|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|[]
uniq1829|disarthria|NN|1|[]|[]
uniq1830|81|CD|7|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq1831|BID|NNP|2|['filters/regex_context/names_regex_context3.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1832|Ocuvite|NNP|1|[]|[]
uniq1833|Lyndonville|NNP|1|[]|[]
uniq1834|MI|NNP|1|['filters/regex/addresses/in_city_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1835|29|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1836|58|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1837|38|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1838|265|CD|1|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1839|8|CD|2|['filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1840|Prox|NNP|2|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1841|Prox|NNP|2|['filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1842|Mid|NNP|2|['filters/regex_context/names_regex_context3.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1843|Dist|NNP|2|['filters/regex_context/names_regex_context3.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1844|no|DT|1|['filters/regex/mrn_id/id_verbose.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1845|Taylor|NNP|1|['filters/regex/salutations/dash_doctor.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1846|Otero|NNP|1|['filters/regex/salutations/dash_doctor.txt', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq1847|FSM|NNP|1|[]|[]
uniq1848|42745|CD|1|['filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq1849|blotches|NNS|1|[]|[]
uniq1850|Arthur|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1851|Tisdale|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|[]
uniq1852|Virginia|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1853|Roman|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1854|28793|CD|1|['filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq1855|YOUNT|NNP|2|['filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context1.txt']|[]
uniq1856|PATRICIA|NNP|2|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1857|4711083|CD|2|['filters/regex/mrn_id/DDDDDD+.txt']|['POS MATCHER']
uniq1858|2088|CD|3|['filters/regex/dates/dd_mm_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq1859|BRANDON|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1860|VICENTE|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1861|Yount|NNP|6|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1862|Michael|NNP|1|['filters/regex/salutations/pre_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1863|IBM|NNP|3|['filters/regex/addresses/in_city_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1864|incresed|VBN|1|[]|[]
uniq1865|148|CD|2|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1866|ARB|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1867|Ms|NNP|1|['filters/regex/addresses/to_state_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1868|Brandon|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1869|Vicente|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq1870|03|CD|2|['filters/regex/dates/dd_mm_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt', 'filters/regex/mrn_id/mixed002.txt']|['POS MATCHER']
uniq1871|JM|NNP|1|['filters/regex/mrn_id/mixed002.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/regex_context/initials.txt']|[]
uniq1872|99704|CD|1|['filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/mrn_id/mixed002.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq1873|10|CD|3|['filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1874|YOEL|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json']|[]
uniq1875|NEWCOMB|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1876|Patricia|NNP|2|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1877|Brought|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1878|Yoel|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json']|[]
uniq1879|Newcomb|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq1880|Dustin|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1881|T|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/regex_context/names_regex_context2.txt', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1882|Michael|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex/salutations/post_salutations_4chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context2.txt']|[]
uniq1883|SBH|NNP|1|[]|[]
uniq1884|IMA|NNP|1|['filters/blacklists/firstnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1885|YRUK|NNP|1|[]|[]
uniq1886|10|CD|2|['filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt', 'filters/regex/mrn_id/mixed002.txt']|['POS MATCHER']
uniq1887|VT|NNP|1|['filters/regex/mrn_id/mixed002.txt', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1888|32367|CD|1|['filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/mrn_id/mixed002.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq1889|2|CD|1|['filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1890|2086|CD|1|['filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq1891|Dana|NNP|3|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1892|Michael|NNP|2|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1893|30|CD|1|['filters/regex/dates/month_name_dd_yyyy_transformed.txt', 'filters/regex/dates/month_name_dd_transformed.txt', 'filters/regex/dates/month_name_of_yy_transformed.txt', 'filters/regex/dates/month_name_yy_transformed.txt']|['POS MATCHER']
uniq1894|2090|CD|1|['filters/regex/dates/month_name_dd_yyyy_transformed.txt']|['POS MATCHER']
uniq1895|Oconnell|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|[]
uniq1896|Philip|NNP|2|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1897|D|NNP|2|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1898|Suite|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1899|Y|NNP|1|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1900|San|NNP|2|['filters/regex/addresses/hospital2.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1901|Rafael|NNP|2|['filters/regex/addresses/hospital2.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1902|Floor|NNP|2|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1903|Snowflake|NNP|2|['filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_state_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1904|HI|NNP|2|['filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_zip_transformed.txt', 'filters/regex/addresses/city_state_transformed.txt', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1905|99981|CD|2|['filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_zip_transformed.txt', 'filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq1906|2297|CD|2|['filters/regex/addresses/city_state_zip_transformed.txt', 'filters/regex/addresses/city_zip_transformed.txt', 'filters/regex/mrn_id/DDDDDD+.txt']|['POS MATCHER']
uniq1907|PATRICIA|NNP|2|['filters/regex/salutations/email_header.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1908|YOUNT|NNP|2|['filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq1909|2|CD|2|['filters/regex/dates/dd_mm_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1910|91|CD|3|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1911|URI|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1912|storm|NN|1|[]|[]
uniq1913|85|CD|2|['filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1914|EF|NNP|1|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1915|Glencoe|NNP|2|[]|[]
uniq1916|Clearlake|NNP|3|[]|[]
uniq1917|RR18|NNP|1|['filters/regex/contact/pager.txt']|[]
uniq1918|92|CD|84|['filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
uniq1919|NT|NNP|2|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1920|96082|CD|1|['filters/regex/mrn_id/DDDDDD+.txt', 'filters/regex/contact/pager.txt']|['POS MATCHER']
uniq1921|Oconnell|NNP|1|['filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context1.txt']|[]
uniq1922|05|CD|1|['filters/regex/dates/month_name_dd_yyyy_transformed.txt', 'filters/regex/dates/month_name_dd_transformed.txt', 'filters/regex/dates/month_name_of_yy_transformed.txt', 'filters/regex/dates/month_name_yy_transformed.txt']|['POS MATCHER']
uniq1923|2092|CD|2|['filters/regex/dates/month_name_dd_yyyy_transformed.txt']|['POS MATCHER']
uniq1924|Wuite|NNP|1|[]|[]
uniq1925|K|NNP|1|['filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1926|8|CD|1|['filters/regex/dates/dd_mm_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/dd_mm_transformed.txt', 'filters/regex/dates/mm_dd_transformed.txt']|['POS MATCHER']
uniq1927|2092|CD|1|['filters/regex/dates/dd_mm_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1928|May|NNP|1|['filters/regex/dates/month_name_transformed.txt', 'filters/regex/dates/month_name_of_yyyy_transformed.txt', 'filters/regex/dates/month_name_yyyy_transformed.txt', 'filters/regex/dates/month_name_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1929|2092|CD|1|['filters/regex/dates/month_name_of_yyyy_transformed.txt', 'filters/regex/dates/month_name_yyyy_transformed.txt']|['POS MATCHER']
uniq1930|SBH|NNP|1|['filters/regex/addresses/in_city_transformed.txt']|[]
uniq1931|PMSC|NNP|1|[]|[]
uniq1932|transfered|VBN|1|[]|[]
uniq1933|Vtach|NNP|1|[]|[]
uniq1934|tanks|NNS|2|[]|[]
uniq1935|P88|NNP|1|[]|[]
uniq1936|obsese|JJ|1|[]|[]
uniq1937|Cast|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1938|veno|NN|1|[]|[]
uniq1939|occulsive|JJ|1|[]|[]
uniq1940|pulmonlogist|NN|1|[]|[]
uniq1941|hosptilizations|NNS|1|[]|[]
uniq1942|Michael|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context1.txt']|[]
uniq1943|Aug|NNP|1|['filters/regex/dates/month_name_dd_yyyy_transformed.txt', 'filters/regex/dates/month_name_dd_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/regex/dates/month_name_transformed.txt', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1944|Ramsay|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1945|Hunt|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1946|di|JJ|1|[]|[]
uniq1947|dnot|NN|1|[]|[]
uniq1948|receded|VBN|1|[]|[]
uniq1949|Husband|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1950|ok0on|MD|1|['filters/regex/mrn_id/mixed005.txt']|[]
uniq1951|tabloe|NN|1|[]|[]
uniq1952|catarcts|VBZ|1|[]|[]
uniq1953|Cornelas|NNP|1|[]|[]
uniq1954|pilaterally|RB|1|[]|[]
uniq1955|sensationon|NN|1|[]|[]
uniq1956|Weber|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1957|lateralizes|VBZ|1|[]|[]
uniq1958|Rinne|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|[]
uniq1959|bilatyerally|RB|1|[]|[]
uniq1960|AU|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1961|Modulates|NNP|1|[]|[]
uniq1962|EACs|NNP|1|[]|[]
uniq1963|knuckles|NNS|1|[]|[]
uniq1964|oportunity|NN|1|[]|[]
uniq1965|Hatfield|NNP|1|['filters/blacklists/lastnames_minus_fps.json']|[]
uniq1966|Orvin|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1967|L|NNP|1|['filters/regex/salutations/post_salutations_3chars.txt', 'filters/regex_context/initials.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1968|26|CD|1|['filters/regex/dates/mm_dd_transformed.txt', 'filters/regex/dates/mm_yy_transformed.txt']|['POS MATCHER']
uniq1969|SCH|NNP|1|['filters/regex/addresses/in_city_transformed.txt']|['filters/whitelists/whitelist_plus_fps_091718_nonames.json']
uniq1970|Souther|NNP|1|['filters/regex/addresses/hospital2.txt', 'filters/regex/addresses/in_city_transformed.txt', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1971|Millway|NNP|1|['filters/regex/addresses/hospital2.txt', 'filters/regex/addresses/in_city_transformed.txt']|[]
uniq1972|Eddie|NNP|1|['filters/regex/salutations/post_salutations_2chars.txt', 'filters/regex/salutations/post_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1973|Love|NNP|1|['filters/regex/salutations/post_salutations_2chars.txt', 'filters/regex/salutations/post_salutations_3chars.txt', 'filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context3.txt']|[]
uniq1974|FALLON|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json', 'filters/regex_context/names_regex_context1.txt']|[]
uniq1975|SHARON|NNP|1|['filters/blacklists/firstnames_minus_fps.json', 'filters/blacklists/lastnames_minus_fps.json']|[]
uniq1976|1703242|CD|2|['filters/regex/mrn_id/DDDDDD+.txt']|['POS MATCHER']
uniq1977|2074|CD|3|['filters/regex/dates/dd_mm_yyyy_transformed.txt', 'filters/regex/dates/mm_dd_yyyy_transformed.txt', 'filters/regex/dates/dd_mm_yy_transformed.txt', 'filters/regex/dates/mm_dd_yy_transformed.txt']|['POS MATCHER']
